"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1946409415630029070","Sat Jul 19 23:46:22 +0000 2025","0","@AnggaPutraF @KejaksaanRI Tom Lembong adalah Kuasa Pengguna Anggaran pada kegiatan ekspor dan impor bedakan perihal kasus tambang ilegal di IKN. Mari belajar jangan pupuk kebodohan dengan simpati dan kebencian.","1946718285367484892","","AnggaPutraF","in","","0","0","0","https://x.com/undefined/status/1946718285367484892","1521828887973752832",
"1946425923244540233","Sat Jul 19 23:46:09 +0000 2025","0","@tvOneNews Semoga pada tingkat banding Pak Tom Lembong dapat vonis bebas.","1946718231420338593","","tvOneNews","in","","0","0","0","https://x.com/undefined/status/1946718231420338593","950239928",
"1946213047678427547","Sat Jul 19 23:35:48 +0000 2025","0","@siregar_najeges Putusan terhadap Tom Lembong sangat tidak adil","1946715626925621608","","siregar_najeges","in","","0","0","0","https://x.com/undefined/status/1946715626925621608","1600146495533387776",
"1946715246221262979","Sat Jul 19 23:34:17 +0000 2025","524","Sosok Pak Saut yg hadir disidang Tom Lembong &amp; sedih putusannya adalah sosok pemberani nutup logo KPK saat tolak revisi UU bahkan sempat mundur KPK jamannya berprestasi jadi jangan sangsikan antikorupsinya saya pikir beliau hadir karena nuraninya merasa ada sesuatu yg salah https://t.co/fnZVZflk3L","1946715246221262979","https://pbs.twimg.com/media/GwQfK9zWMAE1OVj.jpg","","in","","6","25","180","https://x.com/undefined/status/1946715246221262979","149066414",
"1946504173962375650","Sat Jul 19 23:34:01 +0000 2025","0","@ubaidzone @rihandaulah Jadi menerima putusan pengadilan? Ya sudah terima aja klo Tom Lembong sudah merugikan negara dan pantas divonis penjara. Jgn pilih2 sesuai selera karena fanatisme. Klo saya konsisten emg pengadilan negara ini tidak adil pada siapapun. Digunakan untuk mengamankan kekuasaan.","1946715178198085644","","ubaidzone","in","","0","1","0","https://x.com/undefined/status/1946715178198085644","67998517",
"1946715130307440781","Sat Jul 19 23:33:49 +0000 2025","0","Ora urus selebgram hamil Tom Lembong dihukum 4 5thn for something he didn t do.","1946715130307440781","","","in","","0","0","0","https://x.com/undefined/status/1946715130307440781","299476670",
"1946160711698354483","Sat Jul 19 23:33:23 +0000 2025","0","@ariiiefinn @detikcom Rapat kabinet?wkwkwk...emang ada rekamannya si Tom Lembong di suruh Jokowi import saat itu??","1946715019129032873","","ariiiefinn","in","","0","2","0","https://x.com/undefined/status/1946715019129032873","2783717701",
"1946439629437378698","Sat Jul 19 23:33:02 +0000 2025","3","@AMDSBSC @masteke48 @ike_hw71 @darbento88 Ya program Food Estate di bawah Prabowo sebagai Menhan bikin rugi negara. Audit BPK 2021 temuin masalah manajemen buruk lahan ditinggal hasil panen rendah dan boros anggaran triliunan tanpa hasil optimal. Mirip kasus Tom Lembong tapi ini aman aja. Harusnya diselidiki juga","1946714929505132809","","AMDSBSC","in","","0","0","0","https://x.com/undefined/status/1946714929505132809","1720665183188922368",
"1946714714928500853","Sat Jul 19 23:32:10 +0000 2025","0","Saking mengada-adanya para hakim menyalahkan Tom Lembong dgn tuduhan lebih mengedepankan ekonomi kapitalis dari pada demokrasi ekonomi ala ekonomi Pancasila. Padahal devisit kebutuhan gula mau apapun tendensi idelogi sang Mentri tetap saja solusi cepatnya harus impor.","1946714714928500853","","","in","","0","0","0","https://x.com/undefined/status/1946714714928500853","288339679",
"1946714520053031169","Sat Jul 19 23:31:24 +0000 2025","0","Pdhl klo yg laennnn...bisa onslagh lho....? Pak Tom tdk dpt apa2 koq meski yg lain untung! Vonis Penjara 4 5 Tahun Penjara untuk Tom Lembong di Kasus Korupsi Importasi Gula https://t.co/sHuzjvTRKC","1946714520053031169","","","in","","0","0","0","https://x.com/undefined/status/1946714520053031169","1419136343351783426",
"1946147845226029438","Sat Jul 19 23:31:16 +0000 2025","0","@Mdy_Asmara1701 Yang diperkaya tom lembong masuk penjara gak ya?","1946714485361967411","","Mdy_Asmara1701","in","","0","0","0","https://x.com/undefined/status/1946714485361967411","334490437",
"1946714222102204926","Sat Jul 19 23:30:13 +0000 2025","0","Pembela tom lembong dan penuduh jokowi memalsukan ijazah adalah orang orang yang sama.. jadi kesimpulannya mereka hanyalah orang orang bodoh.. sesimpel itu..","1946714222102204926","","","in","","0","2","0","https://x.com/undefined/status/1946714222102204926","1897919070684823554",
"1946664553971904933","Sat Jul 19 23:29:25 +0000 2025","0","@Cevylinze_ex Ajak semua untuk hormati proses pengadilan Tom Lembong yang berjalan pidana nggak terkait intervensi maupun politik #VonisTanpaIntervensi","1946714020775649301","","Cevylinze_ex","in","","0","0","0","https://x.com/undefined/status/1946714020775649301","1542905684538191874",
"1946687169260868074","Sat Jul 19 23:29:25 +0000 2025","1","@moc4B3nt0 @aewin86 nah iblisnya si tom Lembong sendiri","1946714019898798529","","moc4B3nt0","in","","0","0","0","https://x.com/undefined/status/1946714019898798529","1786738872543748096",
"1946713846644916570","Sat Jul 19 23:28:43 +0000 2025","0","Total Suplai coin 1 miliar. Bergabunglah bersama kami untuk menambang coin digital. Akhir tahun 2025 listing di bursa.. Download this app and share with your friends to earn reward at: https://t.co/L3CFpknxEz Hakim Tom Lembong","1946713846644916570","","","in","","0","0","0","https://x.com/undefined/status/1946713846644916570","1839813403965304832",
"1946713825220399338","Sat Jul 19 23:28:38 +0000 2025","0","tom lembong i kon metu seko blink wae marai ruwet wong sampah.","1946713825220399338","","","in","","0","0","0","https://x.com/undefined/status/1946713825220399338","1219704233705951232",
"1946713733973389327","Sat Jul 19 23:28:17 +0000 2025","0","ini bener hakimnya tom lembong???","1946713733973389327","","","in","","0","0","0","https://x.com/undefined/status/1946713733973389327","3603873076",
"1946713553974775902","Sat Jul 19 23:27:34 +0000 2025","1","5 tahun jadi menteri dan kepala BKPM kekayaan Tom Lembong hanya naik 360 jt nyaris flat lalu divonis denda oleh hakim 750 juta. Jadi minus dong #Hakim https://t.co/yU9JmzmEvY","1946713553974775902","https://pbs.twimg.com/media/GwQdqR0aMAA5f0T.jpg","","in","","0","0","0","https://x.com/undefined/status/1946713553974775902","1942057677393379328",
"1946713201938497886","Sat Jul 19 23:26:10 +0000 2025","0","Beneran ada kriminalisasi dalam proses hukum dan vonis 4 5 tahun Tom Lembong? https://t.co/TjDnSA5ji7","1946713201938497886","https://pbs.twimg.com/amplify_video_thumb/1946712942541488128/img/rwWOPNMCmbZIMJ9E.jpg","","in","","0","0","0","https://x.com/undefined/status/1946713201938497886","1168800877999611904",
"1946478823576674600","Sat Jul 19 23:26:09 +0000 2025","4","@GustutS68572 Tom Lembong dan Hasto Kristiyanto adalah korban kriminalisasi","1946713200897962423","","GustutS68572","in","","0","0","0","https://x.com/undefined/status/1946713200897962423","1826886526657318912",
"1946708665446339036","Sat Jul 19 23:26:02 +0000 2025","12","@msaid_didu @tomlembong Jokowi boneka antek oligarki yg perintahkan pak Tom Lembong dikriminalisasi agar tidak bisa bantu Anies di 2029 karena jokowi penghianat &amp;oligarki ingin si fufufafa bodoh the next boneka oligarki RRC penjajah yg menang 2029 jadilah indochina. Jaksa dan hakim sdh mereka beli.","1946713167964323902","","msaid_didu","in","","0","0","2","https://x.com/undefined/status/1946713167964323902","1604319317964730368",
"1946712384275648958","Sat Jul 19 23:25:01 +0000 2025","0","@saepullohardi Kasus Tom Lembong bermula 2015 saat ia Mendag terbitkan izin impor 105.000 ton gula mentah ke PT API untuk atasi kekurangan meski surplus sebenarnya. Langgar prosedur tanpa koordinasi rugikan negara Rp194-578 miliar (sumber bervariasi). Dakwaan: Korupsi perkaya swasta.","1946712915316474318","","saepullohardi","in","","0","0","0","https://x.com/undefined/status/1946712915316474318","1720665183188922368",
"1946709650449297657","Sat Jul 19 23:23:46 +0000 2025","0","@bcandidd Haha maaf ya soal warlok yang kukira warlock penyihir! Tom Lembong memang baru divonis 4 5 tahun penjara kemarin atas korupsi impor gula ada dugaan motif politik sebagai oposisi. Risiko tinggi kalau terlalu jujur tapi integritas bisa jadi kekuatan. Kalau serius bangun","1946712600848519675","","bcandidd","in","","0","1","0","https://x.com/undefined/status/1946712600848519675","1720665183188922368",
"1946398336606752851","Sat Jul 19 23:23:00 +0000 2025","0","@detikcom Para Hakim yg vonis Tom Lembong dengarkan omongan Trump paham ga ???","1946712406727791013","","detikcom","in","","0","0","0","https://x.com/undefined/status/1946712406727791013","1720753166650855425",
"1946709650449297657","Sat Jul 19 23:22:58 +0000 2025","0","@grok iya warga lokal kenapa malah jadi penyihir dibilang tertarik ya lumayan karena melihat kerja menteri yang ga maksimal tapi takut kalo nanti terlalu jujur dan bersih malah jadi banyak yang ga suka terus dimasukin penjara kayak tom lembong ","1946712396481106197","","grok","in","","0","1","0","https://x.com/undefined/status/1946712396481106197","1413786921130598405",
"1946712394421747951","Sat Jul 19 23:22:57 +0000 2025","0","tolong fokus kawal kasus tom lembong jangan terpecah hanya karena berita artis dihamili orang.","1946712394421747951","","","in","","0","0","0","https://x.com/undefined/status/1946712394421747951","304609485",
"1946712384275648958","Sat Jul 19 23:22:55 +0000 2025","0","@grok kasih saya ringkasan kasus tom lembong dari awal duduk permasalahan sampai vonis hukuman hakim","1946712384275648958","","grok","in","","0","1","0","https://x.com/undefined/status/1946712384275648958","1457165658022559746",
"1946703844806648095","Sat Jul 19 23:22:52 +0000 2025","4","@blackshark7890 @AbuzakiAndrizal Wa 'alaikumus salam. Semoga semua yg terlibat dlm keputusan dzolim dlm sidang Tom Lembong kemarin mendapat laknat dan adzab dari ALLAAH Subhanahu wa Ta'ala. Aamiin.","1946712373215351241","","blackshark7890","in","","0","2","0","https://x.com/undefined/status/1946712373215351241","1836244924754464769",
"1946712297621106944","Sat Jul 19 23:22:34 +0000 2025","0","semalem mak gua ngomel ngomel pas hari jumat dia baliknya susah gara gara kantornya rame bgt.. (krn ada putusan sidang tom lembong)","1946712297621106944","","","in","","0","0","0","https://x.com/undefined/status/1946712297621106944","1662746996279750656",
"1946712260170461592","Sat Jul 19 23:22:25 +0000 2025","0","Vonis Tom Lembong Dinilai Sarat Kejanggalan Menodai Keadilan Substantif https://t.co/cBl7noc4Dv https://t.co/JFdkqh1yLR","1946712260170461592","https://pbs.twimg.com/media/GwQce7GXoAA-Jwo.jpg","","in","","0","0","0","https://x.com/undefined/status/1946712260170461592","1906021287157530624",
"1946712165056200737","Sat Jul 19 23:22:02 +0000 2025","13","Tom Lembong tidak bersalah. Dia hanya berbeda pandangan politik. Dan ongkos berbeda pandangan politik dengan penguasa itu memang mahal harganya.","1946712165056200737","","","in","","0","2","3","https://x.com/undefined/status/1946712165056200737","1899963358243401728",
"1946711970146848846","Sat Jul 19 23:21:16 +0000 2025","0","ga paham bgt tom lembong bisa dipenjara padahal dia TIDAK MENIKMATI HASIL KORUPSI??? apalah puluhan persidangan yg dilakukan KAN NUNJUKKIN KALO BELIAU GA SALAH APALAGI BUKTI GAK KUAT. Jadi gini kelakuan profesi yang gajinya mau dinaikkan 280% biar jujur??? gwsh jd hakim kl tolol https://t.co/QQVhXzbtKf","1946711970146848846","https://pbs.twimg.com/media/GwQcOD4acAAg0VB.jpg","","in","","0","0","0","https://x.com/undefined/status/1946711970146848846","1656202746171916289",
"1946663621171491064","Sat Jul 19 23:21:05 +0000 2025","0","@blondfe Kasus Tom Lembong bukan ajang politisasi biarkan hukum ditegakkan dan kita semua tetap hormati proses pengadilan #VonisTanpaIntervensi","1946711924701364247","","blondfe","in","","0","0","0","https://x.com/undefined/status/1946711924701364247","1542896949698760704",
"1946663893461549124","Sat Jul 19 23:20:22 +0000 2025","0","@Athalia_Lize Percaya pada keadilan putusan Tom Lembong diambil tanpa intervensi atau tekanan politik #VonisTanpaIntervensi","1946711742383562780","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946711742383562780","1522518299187195905",
"1946663893461549124","Sat Jul 19 23:19:36 +0000 2025","0","@Athalia_Lize Di negara ini hukum harus berdiri tanpa intervensi politik kasus Tom Lembong adalah buktinya tetap suport prosesnya #VonisTanpaIntervensi","1946711550099890582","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946711550099890582","1699008286144839680",
"1946711547935686690","Sat Jul 19 23:19:35 +0000 2025","6","Daftar Tim Hakim yang Mengadili Thomas Trikasih Lembong (Tom Lembong) di bawah ini. Ali Muhtarom awalnya merupakan salah satu anggota majelis hakim yang memeriksa perkara Tom Lembong. Namun di tengah proses persidangan ia dicopot dari jabatannya setelah menjadi tersangka.. https://t.co/p21kVuUAlC","1946711547935686690","https://pbs.twimg.com/media/GwQb1F3WUAAMmOA.jpg","","in","","1","1","5","https://x.com/undefined/status/1946711547935686690","1736357001368899584",
"1946544123781259728","Sat Jul 19 23:18:57 +0000 2025","6","@gindopak2 @DarsAlexandra1 Tom lembong bukan koruptor kok lo gak nyimak ya??? yg dirugiin negara harusnya lo salahin jokowi sbg pemegang keputusan ","1946711385511207032","","gindopak2","in","","0","1","0","https://x.com/undefined/status/1946711385511207032","1871835685084413952",
"1946711291231641798","Sat Jul 19 23:18:34 +0000 2025","0","keep safe pak Tom lembong","1946711291231641798","","","in","","0","0","0","https://x.com/undefined/status/1946711291231641798","1599637854048485377",
"1946663893461549124","Sat Jul 19 23:18:27 +0000 2025","0","@Athalia_Lize Proses pidana Tom Lembong dijalankan objektif tanpa tekanan politik mari hormati penegakan hukum #VonisTanpaIntervensi","1946711259392696547","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946711259392696547","1915258598860742659",
"1946711139339112716","Sat Jul 19 23:17:58 +0000 2025","0","eh pak Tom lembong ngga korupsi tapi dipenjara tuh kenapa dah kocak bat","1946711139339112716","","","in","","0","0","0","https://x.com/undefined/status/1946711139339112716","1599637854048485377",
"1946711111824466345","Sat Jul 19 23:17:51 +0000 2025","17","Proses peradilan dan putusan hukum Tom Lembong adalah murni kasus hukum pidana tidak ada intervensi politik - DR. Edi Hasibuan (Ketua Umum Asosiasi Dosen Ilmu Hukum dan Kriminologi Indonesia) #VonisTanpaIntervensi https://t.co/NFigRL02Dg","1946711111824466345","https://pbs.twimg.com/media/GwQa9fiXUAA9C9G.jpg","","in","","0","485","0","https://x.com/undefined/status/1946711111824466345","553666338",
"1946663893461549124","Sat Jul 19 23:15:52 +0000 2025","0","@Athalia_Lize Hukum ditegakkan seadilnya dalam kasus Tom Lembong mari pastikan kita semua tetap menjaga kedamaian #VonisTanpaIntervensi","1946710611163017675","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946710611163017675","1700025882612809728",
"1946360948656414876","Sat Jul 19 23:15:14 +0000 2025","19","@ariel_heryanto Jelas beda. AHOK ada buktinya nyebutin/nyerang agama org lain. Wifi aja passwordnya sengaja buat umat muslim marah. Sedangkan TOM LEMBONG tidak terbukti bersalah","1946710450118533622","","ariel_heryanto","in","","0","1","1","https://x.com/undefined/status/1946710450118533622","1434404509246054402",
"1946663893461549124","Sat Jul 19 23:15:00 +0000 2025","0","@Athalia_Lize Kasus Tom Lembong itu jalur pidana bukan alat kriminalisasi saling menghormati proses hukum dan tetap rukun #VonisTanpaIntervensi","1946710394338435220","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946710394338435220","1699278585859899392",
"1946490849644441663","Sat Jul 19 23:14:00 +0000 2025","4","@TeddGus TerMul levelmu jauh dibawah Tom Lembong sejelek nya Tom pernah menyelamatkan muka Jokowi didepan media asing apa yg anda lakukan untuk Jokowi ????","1946710140398514535","","TeddGus","in","","0","0","0","https://x.com/undefined/status/1946710140398514535","1720753166650855425",
"1946709975272988728","Sat Jul 19 23:13:20 +0000 2025","0","masih kaga nyangka anjir tom lembong di penjara secara ga adil","1946709975272988728","","","in","","0","0","0","https://x.com/undefined/status/1946709975272988728","1599637854048485377",
"1946709970155938054","Sat Jul 19 23:13:19 +0000 2025","460","Hakim Dennie Disorot Usai Vonis Tom Lembong 4 5 Tahun dari Mana Asal Usul Harta Rp 4 3 Miliar? https://t.co/TovQ0F3AK0","1946709970155938054","","","in","","3","15","281","https://x.com/undefined/status/1946709970155938054","887743587579944960",
"1946709913629323631","Sat Jul 19 23:13:06 +0000 2025","0","Sumber: https://t.co/1nLtOaO48d https://t.co/hiOOAN5F1l Seharusnya tidak perlu sprti ini. #kejaksaan itu pengacara negara. Yg kapasitas paham hukumnya di bawah rata2... terkadang Keberadaan dlm menuntut adlh objek pesanan. Bahkan tak jarang loby2 petunjuk.","1946709913629323631","","","in","","0","0","0","https://x.com/undefined/status/1946709913629323631","776827770303238145",
"1946663893461549124","Sat Jul 19 23:12:51 +0000 2025","0","@Athalia_Lize Kasus Tom Lembong bukti keadilan ditegakkan tanpa intervensi politik yuk hormati prosesnya #VonisTanpaIntervensi","1946709852862193832","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946709852862193832","1699282950418997248",
"1946709720531886155","Sat Jul 19 23:12:20 +0000 2025","0","Ini mah bukan cuma nadiem sama tom lembong doang noh anggota dpr yg ngesahin uu ciptaker juga","1946709720531886155","","","in","","0","0","0","https://x.com/undefined/status/1946709720531886155","148269154",
"1946663893461549124","Sat Jul 19 23:11:30 +0000 2025","0","@Athalia_Lize Jangan mau dihasut narasi kriminalisasi politik kasus Tom Lembong 100 persen urusan hukum pidana #VonisTanpaIntervensi","1946709511386829182","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946709511386829182","1841728031557353472",
"1946663893461549124","Sat Jul 19 23:11:09 +0000 2025","0","@Athalia_Lize Persatuan bangsa itu prioritas putusan Tom Lembong cuma soal hukum bukan soal politik #VonisTanpaIntervensi","1946709424435015878","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946709424435015878","1841730820043898883",
"1946527682734506415","Sat Jul 19 23:10:12 +0000 2025","0","@G0LIATH87 Bahagia banget tuh tom Lembong ","1946709184394694859","","G0LIATH87","in","","0","0","0","https://x.com/undefined/status/1946709184394694859","1388563747715702785",
"1946663893461549124","Sat Jul 19 23:09:59 +0000 2025","0","@Athalia_Lize Mari kita cegah perpecahan dengan menghormati proses hukum Tom Lembong yang tanpa kriminalisasi politik #VonisTanpaIntervensi","1946709130195952017","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946709130195952017","1699633703742492672",
"1946709101754671393","Sat Jul 19 23:09:52 +0000 2025","0","Kalau menggunakan logika hukum hakim dalam pengadilan Tom Lembong seluruh menteri perdagangan era jokowi harus dihukum ","1946709101754671393","","","in","","0","0","0","https://x.com/undefined/status/1946709101754671393","1393134716316913664",
"1934591570369720571","Sat Jul 19 23:09:45 +0000 2025","0","@DobelMino @tomlembong @tempodotco Ya kasus-kasus tersebut (Tom Lembong: korupsi impor gula Ahok: penodaan agama Siti Hartati: suap perkebunan) menunjukkan risiko tinggi bagi politikus Tionghoa di Indonesia sering dipicu bias etnis-religius (sumber: BBC Kompas). Sejarah diskriminasi (riots 1998) perkuat","1946709071643672830","","DobelMino","in","","0","1","0","https://x.com/undefined/status/1946709071643672830","1720665183188922368",
"1946379559664050425","Sat Jul 19 23:09:06 +0000 2025","0","@MariaAlkaff_ ga aneh lagi sih bela diri krn dari kejahatan yg jd tersangka korban bela diri tanah d serobot yg jd tersangka yg ga terima tanahnya d serobot dl d era pak dahlan iskan ada mobil listrik jg mandek yg msh panas berita pak tom lembong..kurang apalagi coba️","1946708908242075759","","MariaAlkaff_","in","","0","1","0","https://x.com/undefined/status/1946708908242075759","1533097978851827712",
"1946552224966185230","Sat Jul 19 22:53:12 +0000 2025","9","@Boediantar4 Apakah korban Mulyono? 1. Ustadz Baasir 2. Ustadz Habieb Rizieg 3. Ustadz Gusnur 4. Bambang Tri 5. Sahganda Nainggolan 6. Jumhur Hidayat 7. 900san Anggota KPPS 7. 6. Orang Laskar FPI 8. Tom Lembong Siapa berikutnya?","1946704907249324404","","Boediantar4","in","","0","1","1","https://x.com/undefined/status/1946704907249324404","1759502502381441024",
"1946663893461549124","Sat Jul 19 22:51:53 +0000 2025","0","@Athalia_Lize Kasus Tom Lembong nggak ada kaitan dengan politik hukum yang ditegakkan murni soal pidana #VonisTanpaIntervensi","1946704576629121085","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946704576629121085","1699371634204065792",
"1946663893461549124","Sat Jul 19 22:49:54 +0000 2025","0","@Athalia_Lize Ngga ada campur tangan politik soal kasus Tom Lembong yuk semua ikuti jalannya hukum dan saling menghormati satu sama lain #VonisTanpaIntervensi","1946704077309501779","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946704077309501779","1683392312825749504",
"1946663893461549124","Sat Jul 19 22:49:49 +0000 2025","0","@Athalia_Lize Biar hukum berjalan tanpa diwarnai provokasi kasus Tom Lembong bukan kriminalisasi politik #VonisTanpaIntervensi","1946704055881044384","","Athalia_Lize","in","","0","0","0","https://x.com/undefined/status/1946704055881044384","1684062086559846400",
"1946237450906726518","Sat Jul 19 22:49:04 +0000 2025","0","@txtkonoha soal ngewe mah rame giliran tom lembong sepi kontol","1946703867737243962","","txtkonoha","in","","0","0","0","https://x.com/undefined/status/1946703867737243962","975473605",
"1946413165639598256","Sat Jul 19 22:46:51 +0000 2025","0","@AnKiiim_ @podo_radong1 @prabowo @jokowi Dari awal saya sudah bilang mulai dari Jaksa semua sudah dikondisikan. Tom Lembong sasaran tembak padahal yang impor gula bukan Tom sendiri ada yang lebih banyak tapi pintar menjilat.","1946703308967874886","","AnKiiim_","in","","0","0","0","https://x.com/undefined/status/1946703308967874886","1502704748491075586",
"1934591570369720571","Sat Jul 19 22:46:31 +0000 2025","0","@DobelMino @tomlembong @tempodotco Ya Presiden Prabowo kemungkinan besar mengetahui risiko ini mengingat ia kerap tekankan sistem hukum adil untuk kesuksesan bangsa (sumber: https://t.co/3RCtNIVUHx 2025) dan dorong antikorupsi tegas (Tempo 2024-2025). Kasus Tom Lembong dilihat sebagai ujian kredibilitasnya ","1946703224075173996","","DobelMino","in","","0","1","0","https://x.com/undefined/status/1946703224075173996","1720665183188922368",
